Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
614,416,Vespiquen,Beehive Pokemon,,,,1.2,38.5,Bug,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,0.0,100.0,70,Diamond / Pearl,Sinnoh,70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,Medium Slow,1059860,166,Bug,,15,613.0,Level 21 When Female
615,417,Pachirisu,EleSquirrel Pokemon,,,,0.4,3.9,Electric,,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,,,50.0,50.0,100,Diamond / Pearl,Sinnoh,60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,142,Field,Fairy,10,,
616,418,Buizel,Sea Weasel Pokemon,,,,0.7,29.5,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,66,Water 1,Field,20,,
617,419,Floatzel,Sea Weasel Pokemon,,,,1.1,33.5,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,85,105,55,85,50,115,495,0,0,0,0,0,2,2,75,Medium Fast,1000000,173,Water 1,Field,20,616.0,Level 26
618,420,Cherubi,Cherry Pokemon,,,,0.4,3.3,Grass,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,,,,,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,45,35,45,62,53,35,275,0,0,0,1,0,0,1,190,Medium Fast,1000000,55,Fairy,Grass,20,,
619,421,Cherrim,Blossom Pokemon,,,,0.5,9.3,Grass,,Flower Gift,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.,,,,,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,70,60,70,87,78,85,450,0,0,0,2,0,0,2,75,Medium Fast,1000000,158,Fairy,Grass,20,618.0,Level 25
620,422,Shellos,Sea Slug Pokemon,,,,0.3,6.3,Water,,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,65,Water 1,Amorphous,20,,
621,423,Gastrodon,Sea Slug Pokemon,,,,0.9,29.9,Water,Ground,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,166,Water 1,Amorphous,20,620.0,Level 30
622,424,Ambipom,Long Tail Pokemon,,,,1.2,20.3,Normal,,Technician,Powers up the Pokémon's weaker moves.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multistrike moves hit.,,,50.0,50.0,100,Diamond / Pearl,Sinnoh,75,100,66,60,66,115,482,0,0,0,0,0,2,2,45,Fast,800000,169,Field,,20,290.0,Knowing Double Hit
623,425,Drifloon,Balloon Pokemon,,,,0.4,1.2,Ghost,Flying,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Flare Boost,Powers up special attacks when the Pokémon is burned.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,90,50,34,60,44,70,348,1,0,0,0,0,0,1,125,Fluctuating,1640000,70,Amorphous,,30,,
624,426,Drifblim,Blimp Pokemon,,,,1.2,15.0,Ghost,Flying,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Flare Boost,Powers up special attacks when the Pokémon is burned.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,150,80,44,90,54,80,498,2,0,0,0,0,0,2,60,Fluctuating,1640000,174,Amorphous,,30,623.0,Level 28
625,427,Buneary,Rabbit Pokemon,,,,0.4,5.5,Normal,,Run Away,Enables a sure getaway from wild Pokémon.,Klutz,The Pokémon can't use any held items.,Limber,Its limber body protects the Pokémon from paralysis.,,,50.0,50.0,0,Diamond / Pearl,Sinnoh,55,66,44,44,56,85,350,0,0,0,0,0,1,1,190,Medium Fast,1000000,70,Field,Human-Like,20,,
626,428,Lopunny,Rabbit Pokemon,,,,1.2,33.3,Normal,,Cute Charm,Contact with the Pokémon may cause infatuation.,Klutz,The Pokémon can't use any held items.,Limber,Its limber body protects the Pokémon from paralysis.,,,50.0,50.0,140,Diamond / Pearl,Sinnoh,65,76,84,54,96,105,480,0,0,0,0,0,2,2,60,Medium Fast,1000000,168,Field,Human-Like,20,625.0,
1593,428,Mega Lopunny,Rabbit Pokemon,Mega,626.0,,1.3,28.3,Normal,Fighting,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,,,,,50.0,50.0,140,Omega Ruby / Alpha Sapphire,Kalos,65,136,94,54,96,135,580,0,0,0,0,0,2,2,60,Medium Fast,1000000,203,Field,Human-Like,20,,
627,429,Mismagius,Magical Pokemon,,,,0.9,4.4,Ghost,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,50.0,50.0,35,Diamond / Pearl,Sinnoh,60,60,60,105,105,105,495,0,0,0,1,1,0,2,45,Fast,800000,173,Amorphous,,25,324.0,Dusk Stone
628,430,Honchkrow,Big Boss Pokemon,,,,0.9,27.3,Dark,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",,,50.0,50.0,35,Diamond / Pearl,Sinnoh,100,125,52,105,52,71,505,0,2,0,0,0,0,2,30,Medium Slow,1059860,177,Flying,,20,298.0,Dusk Stone
629,431,Glameow,Catty Pokemon,,,,0.5,3.9,Normal,,Limber,Its limber body protects the Pokémon from paralysis.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,25.0,75.0,70,Diamond / Pearl,Sinnoh,49,55,42,42,37,85,310,0,0,0,0,0,1,1,190,Fast,800000,62,Field,,20,,
630,432,Purugly,Tiger Cat Pokemon,,,,1.0,43.8,Normal,,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,,,25.0,75.0,70,Diamond / Pearl,Sinnoh,71,82,64,64,59,112,452,0,0,0,0,0,2,2,75,Fast,800000,158,Field,,20,629.0,Level 38
631,433,Chingling,Bell Pokemon,,,,0.2,0.6,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,45,30,50,65,50,45,285,0,0,0,1,0,0,1,120,Fast,800000,57,Undiscovered,,25,,
632,434,Stunky,Skunk Pokemon,,,,0.4,19.2,Poison,Dark,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,63,63,47,41,41,74,329,0,0,0,0,0,1,1,225,Medium Fast,1000000,66,Field,,20,,
633,435,Skuntank,Skunk Pokemon,,,,1.0,38.0,Poison,Dark,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,Medium Fast,1000000,168,Field,,20,632.0,Level 34
634,436,Bronzor,Bronze Pokemon,,,,0.5,60.5,Steel,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Heatproof,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,Heavy Metal,Doubles the Pokémon's weight.,,,0.0,0.0,70,Diamond / Pearl,Sinnoh,57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,Medium Fast,1000000,60,Mineral,,20,,
635,437,Bronzong,Bronze Bell Pokemon,,,,1.3,187.0,Steel,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",Heatproof,The heatproof body of the Pokémon halves the damage from Fire-type moves that hit it.,Heavy Metal,Doubles the Pokémon's weight.,,,0.0,0.0,70,Diamond / Pearl,Sinnoh,67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,Medium Fast,1000000,175,Mineral,,20,634.0,Level 33
636,438,Bonsly,Bonsai Pokemon,,,,0.5,15.0,Rock,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Rock Head,Protects the Pokémon from recoil damage.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,Medium Fast,1000000,58,Undiscovered,,20,,
637,439,Mime Jr.,Mime Pokemon,,,,0.6,13.0,Psychic,Fairy,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Filter,Reduces the power of supereffective attacks taken.,Technician,Powers up the Pokémon's weaker moves.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,Medium Fast,1000000,62,Undiscovered,,25,,
638,440,Happiny,Playhouse Pokemon,,,,0.6,24.4,Normal,,Natural Cure,All status conditions heal when the Pokémon switches out.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Friend Guard,Reduces damage done to allies.,,,0.0,100.0,140,Diamond / Pearl,Sinnoh,100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,Fast,800000,110,Undiscovered,,40,,
639,441,Chatot,Music Note Pokemon,,,,0.5,1.9,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Tangled Feet,Raises evasiveness if the Pokémon is confused.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,,,50.0,50.0,35,Diamond / Pearl,Sinnoh,76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,Medium Slow,1059860,144,Flying,,20,,
640,442,Spiritomb,Forbidden Pokemon,,,,1.0,108.0,Ghost,Dark,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,Medium Fast,1000000,170,Amorphous,,30,,
641,443,Gible,Land Shark Pokemon,,,,0.7,20.5,Dragon,Ground,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,Slow,1250000,60,Monster,Dragon,40,,
642,444,Gabite,Cave Pokemon,,,,1.4,56.0,Dragon,Ground,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,Slow,1250000,144,Monster,Dragon,40,641.0,Level 24
643,445,Garchomp,Mach Pokemon,,,,1.9,95.0,Dragon,Ground,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,Slow,1250000,270,Monster,Dragon,40,642.0,Level 48
1438,445,Mega Garchomp,Mach Pokemon,Mega,643.0,,1.9,95.0,Dragon,Ground,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,,,,,50.0,50.0,70,X / Y,Kalos,108,170,115,120,95,92,700,0,3,0,0,0,0,3,45,Slow,1250000,315,Monster,Dragon,40,,
644,446,Munchlax,Big Eater Pokemon,,,,0.6,105.0,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,87.5,12.5,70,Diamond / Pearl,Sinnoh,135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,Slow,1250000,78,Undiscovered,,40,,
645,447,Riolu,Emanation Pokemon,,,,0.7,20.2,Fighting,,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Prankster,Gives priority to a status move.,,,87.5,12.5,70,Diamond / Pearl,Sinnoh,40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,Medium Slow,1059860,57,Undiscovered,,25,,
646,448,Lucario,Aura Pokemon,,,,1.2,54.0,Fighting,Steel,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,87.5,12.5,70,Diamond / Pearl,Sinnoh,70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,Medium Slow,1059860,184,Field,Human-Like,25,645.0,During The Day
1561,448,Mega Lucario,Aura Pokemon,Mega,646.0,,1.3,57.5,Fighting,Steel,Adaptability,Powers up moves of the same type as the Pokémon.,,,,,,,87.5,12.5,70,X / Y,Kalos,70,145,88,140,70,112,625,0,1,0,1,0,0,2,45,Medium Slow,1059860,219,Field,Human-Like,25,,
647,449,Hippopotas,Hippo Pokemon,,,,0.8,49.5,Ground,,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,Slow,1250000,66,Field,,30,,
648,450,Hippowdon,Heavyweight Pokemon,,,,2.0,300.0,Ground,,Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,,,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,Slow,1250000,184,Field,,30,647.0,Level 34
649,451,Skorupi,Scorpion Pokemon,,,,0.8,12.0,Poison,Bug,Battle Armor,Hard armor protects the Pokémon from critical hits.,Sniper,Powers up moves if they become critical hits when attacking.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,Slow,1250000,66,Bug,Water 3,20,,
650,452,Drapion,Ogre Scorpion Pokemon,,,,1.3,61.5,Poison,Dark,Battle Armor,Hard armor protects the Pokémon from critical hits.,Sniper,Powers up moves if they become critical hits when attacking.,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,Slow,1250000,175,Bug,Water 3,20,649.0,Level 40
651,453,Croagunk,Toxic Mouth Pokemon,,,,0.7,23.0,Poison,Fighting,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Poison Touch,May poison a target when the Pokémon makes contact.,,,50.0,50.0,100,Diamond / Pearl,Sinnoh,48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,Medium Fast,1000000,60,Human-Like,,10,,
652,454,Toxicroak,Toxic Mouth Pokemon,,,,1.3,44.4,Poison,Fighting,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Poison Touch,May poison a target when the Pokémon makes contact.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,172,Human-Like,,20,651.0,Level 37
653,455,Carnivine,Bug Catcher Pokemon,,,,1.4,27.0,Grass,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,Slow,1250000,159,Grass,,25,,
654,456,Finneon,Wing Fish Pokemon,,,,0.4,7.0,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,Erratic,600000,66,Water 2,,20,,
655,457,Lumineon,Neon Pokemon,,,,1.2,24.0,Water,,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,Erratic,600000,161,Water 2,,20,654.0,Level 31
656,458,Mantyke,Kite Pokemon,,,,1.0,65.0,Water,Flying,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50.0,50.0,70,Diamond / Pearl,Sinnoh,45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,Slow,1250000,69,Undiscovered,,25,,
657,459,Snover,Frost Tree Pokemon,,,,1.0,50.5,Grass,Ice,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,Slow,1250000,67,Monster,Grass,20,,
658,460,Abomasnow,Frost Tree Pokemon,,,,2.2,135.5,Grass,Ice,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,Slow,1250000,173,Monster,Grass,20,657.0,Level 40
1562,460,Mega Abomasnow,Frost Tree Pokemon,Mega,658.0,,2.7,185.0,Grass,Ice,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,,,,,,,50.0,50.0,70,X / Y,Kalos,90,132,105,132,105,30,594,0,1,0,1,0,0,2,60,Slow,1250000,208,Monster,Grass,20,,
683,461,Weavile,Sharp Claw Pokemon,,,,1.1,34.0,Dark,Ice,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,Pickpocket,Steals an item from an attacker that made direct contact.,,,50.0,50.0,35,Diamond / Pearl,Sinnoh,70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,Medium Slow,1059860,179,Field,,20,339.0,Holding Razor Claw At Night
684,462,Magnezone,Magnet Area Pokemon,,,,1.2,180.0,Electric,Steel,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Analytic,Boosts move power when the Pokémon moves last.,,,0.0,0.0,70,Diamond / Pearl,Sinnoh,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,241,Mineral,,20,1341.0,In A Special Magnetic Field
685,463,Lickilicky,Licking Pokemon,,,,1.7,140.0,Normal,,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Cloud Nine,Eliminates the effects of weather.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,Medium Fast,1000000,180,Monster,,20,142.0,Knowing Rollout
686,464,Rhyperior,Drill Pokemon,,,,2.4,282.8,Ground,Rock,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Solid Rock,Reduces the power of supereffective attacks taken.,Reckless,Powers up moves that have recoil damage.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,Slow,1250000,241,Monster,Field,20,146.0,Protector
687,465,Tangrowth,Vine Pokemon,,,,2.0,128.6,Grass,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Leaf Guard,Prevents status conditions in harsh sunlight.,Regenerator,Restores a little HP when withdrawn from battle.,,,50.0,50.0,70,Diamond / Pearl,Sinnoh,100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,Medium Fast,1000000,187,Grass,,20,148.0,Knowing Ancient Power
688,466,Electivire,Thunderbolt Pokemon,,,,1.8,138.6,Electric,,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",,,75.0,25.0,70,Diamond / Pearl,Sinnoh,75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,Medium Fast,1000000,243,Human-Like,,25,221.0,Electirizer
699,467,Magmortar,Blast Pokemon,,,,1.6,68.0,Fire,,Flame Body,Contact with the Pokémon may burn the attacker.,,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",,,75.0,25.0,70,Diamond / Pearl,Sinnoh,75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,Medium Fast,1000000,243,Human-Like,,25,222.0,Magmarizer
713,468,Togekiss,Jubilee Pokemon,,,,1.5,38.0,Fairy,Flying,Hustle,"Boosts the Attack stat, but lowers accuracy.",Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,,,87.5,12.5,70,Diamond / Pearl,Sinnoh,85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,Fast,800000,245,Flying,Fairy,10,265.0,Shiny Stone
